product_id,product_name,description,product_url,image_url,price,currency,brand,category,colour,size,ean,mpn,in_stock,condition
G02-011-01,Calma Hexagon Cat Bed - Pebble,"Calma leans into the simple things a cat looks for in a bed, a soft surface and a wall to tuck against. The raised, dimensionally stable edge holds its shape so the nest stays inviting instead of flattening out after a few weeks, and the hexagon footprint gives it a calmer line than the usual round pad. The wool-rich fabric comes in classic mottled tones that settle into a room rather than fight it. Shake it out between naps and it keeps looking tidy, and it machine washes on a gentle cycle when a deeper clean is due.",https://www.themeowpicks.com/products/calma-hexagon-cat-bed?variant=51504968433942,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G02-011-01_Sleep_Hexagon_Bed_Calma_Hellgrau-meliert.jpg?v=1783784041,129.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Beds,Pebble,,4260602416005,G02-011-01,1,new
G02-011-02,Calma Hexagon Cat Bed - Anthracite,"Calma leans into the simple things a cat looks for in a bed, a soft surface and a wall to tuck against. The raised, dimensionally stable edge holds its shape so the nest stays inviting instead of flattening out after a few weeks, and the hexagon footprint gives it a calmer line than the usual round pad. The wool-rich fabric comes in classic mottled tones that settle into a room rather than fight it. Shake it out between naps and it keeps looking tidy, and it machine washes on a gentle cycle when a deeper clean is due.",https://www.themeowpicks.com/products/calma-hexagon-cat-bed?variant=51504968466710,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G02-011-02_Sleep_Hexagon_Bed_Calma_Dunkelgrau-meliert.jpg?v=1783784069,129.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Beds,Anthracite,,4260602416012,G02-011-02,1,new
G02-011-03,Calma Hexagon Cat Bed - Sand,"Calma leans into the simple things a cat looks for in a bed, a soft surface and a wall to tuck against. The raised, dimensionally stable edge holds its shape so the nest stays inviting instead of flattening out after a few weeks, and the hexagon footprint gives it a calmer line than the usual round pad. The wool-rich fabric comes in classic mottled tones that settle into a room rather than fight it. Shake it out between naps and it keeps looking tidy, and it machine washes on a gentle cycle when a deeper clean is due.",https://www.themeowpicks.com/products/calma-hexagon-cat-bed?variant=51504968499478,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G02-011-03_Hexagon_Bed_Calma_sand.jpg?v=1783784098,129.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Beds,Sand,,4260688827955,G02-011-03,1,new
G02-013-01,Senso Cat Bed - Greige,"Senso is built for the cat that wants to feel surrounded. Its raised edge runs high all the way around, turning the bed into a snug nest that reads as safe and calm rather than open and exposed. The boucle fabric is the other draw, soft under a paw and easy on the eye in a living room. It comes in greige and pebble, two colors picked to slip into a home instead of standing out. When it needs freshening, the whole bed goes in on a gentle cycle.",https://www.themeowpicks.com/products/senso-cat-bed?variant=51504968532246,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G02-013-01_Sleep_Senso_CatBed-Greige.jpg?v=1783784342,99.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Beds,Greige,,4260688825272,G02-013-01,1,new
G02-013-02,Senso Cat Bed - Pebble,"Senso is built for the cat that wants to feel surrounded. Its raised edge runs high all the way around, turning the bed into a snug nest that reads as safe and calm rather than open and exposed. The boucle fabric is the other draw, soft under a paw and easy on the eye in a living room. It comes in greige and pebble, two colors picked to slip into a home instead of standing out. When it needs freshening, the whole bed goes in on a gentle cycle.",https://www.themeowpicks.com/products/senso-cat-bed?variant=51504968565014,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G02-013-02_Sleep_Senso_CatBed_Pebble.jpg?v=1783784372,99.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Beds,Pebble,,4260688825289,G02-013-02,1,new
G02-014-01,Loggia Cat Cave - Frame White/Felt Beige,"Loggia takes its name from a raised balcony, and that is the idea. The felt shell lifts your cat slightly off the floor into a stylish perch, a spot to watch the household from just enough height to feel in charge. ADDI drew it as a piece of sculpture as much as a cat bed, with a clean silhouette that carries a room. The structured felt has a high wool content, so it is soft, breathable, and holds its form. If the wool ever wears or snags, that felt element can be swapped out rather than tossing the whole thing.",https://www.themeowpicks.com/products/loggia-cat-cave?variant=51504968597782,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G02-014-01_Loggia_Beige.jpg?v=1783784634,149.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Beds,Frame White/Felt Beige,,4262487391590,G02-014-01,1,new
G02-014-02,Loggia Cat Cave - Frame Black/Felt Black,"Loggia takes its name from a raised balcony, and that is the idea. The felt shell lifts your cat slightly off the floor into a stylish perch, a spot to watch the household from just enough height to feel in charge. ADDI drew it as a piece of sculpture as much as a cat bed, with a clean silhouette that carries a room. The structured felt has a high wool content, so it is soft, breathable, and holds its form. If the wool ever wears or snags, that felt element can be swapped out rather than tossing the whole thing.",https://www.themeowpicks.com/products/loggia-cat-cave?variant=51504968630550,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G02-014-02_Loggia_Black.jpg?v=1783784661,149.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Beds,Frame Black/Felt Black,,4262487391606,G02-014-02,1,new
G05-001-01,Sito Cat Litter Box - White,"Sito rethinks the least glamorous object in a cat's life. Mathias De Ferm gave it a clean aluminum casing sturdy enough for a cat to perch on top of or for you to use as a surface, and the whole thing reads as intentional decor rather than plastic you hide in a corner. It took a German Design Award Winner nod in 2019 for exactly that reason. Inside sits a custom compostable insert that holds the litter neatly and cuts down the cleaning ritual. When it is spent you lift it out and start fresh, no scrubbing a plastic shell. It is not the right fit for cats that spray, and refill inserts and a seating cushion are sold separately.",https://www.themeowpicks.com/products/sito-cat-litter-box?variant=51504968663318,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G05-001-01_Litter_Sito_Insert_alu_white.jpg?v=1783784817,389.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Litter Boxes,White,,4260404426240,G05-001-01,1,new
G05-001-02,Sito Cat Litter Box - Black,"Sito rethinks the least glamorous object in a cat's life. Mathias De Ferm gave it a clean aluminum casing sturdy enough for a cat to perch on top of or for you to use as a surface, and the whole thing reads as intentional decor rather than plastic you hide in a corner. It took a German Design Award Winner nod in 2019 for exactly that reason. Inside sits a custom compostable insert that holds the litter neatly and cuts down the cleaning ritual. When it is spent you lift it out and start fresh, no scrubbing a plastic shell. It is not the right fit for cats that spray, and refill inserts and a seating cushion are sold separately.",https://www.themeowpicks.com/products/sito-cat-litter-box?variant=51504968696086,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G05-001-02_Litter_Sito_Insert_alu_black.jpg?v=1783784864,389.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Litter Boxes,Black,,4260404426257,G05-001-02,1,new
G08-003-01-S,Torre Cat Tower - Ash Natural/Felt Beige / Small,"Torre is a cat tower that behaves like a piece of design. A solid real-wood base gives it the weight to stay planted through a hard scratch, and a large curved plywood panel wrapped in durable needle felt runs up one side for full-body clawing. Regina Mol crowned it with an elevated top, a small stage where a cat can survey the whole room. It comes in two sizes and two finishes, and the faux fur cushions for the top are sold separately. Wipe the wood clean, and vacuum the felt rather than wetting it.",https://www.themeowpicks.com/products/torre-cat-tower?variant=51504968827158,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-003-01-M_Climb_Torre_ash_natural_felt_beige.jpg?v=1783785122,569.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,Ash Natural/Felt Beige,Small,4260404424772,G08-003-01-S,1,new
G08-003-01-M,Torre Cat Tower - Ash Natural/Felt Beige / Medium,"Torre is a cat tower that behaves like a piece of design. A solid real-wood base gives it the weight to stay planted through a hard scratch, and a large curved plywood panel wrapped in durable needle felt runs up one side for full-body clawing. Regina Mol crowned it with an elevated top, a small stage where a cat can survey the whole room. It comes in two sizes and two finishes, and the faux fur cushions for the top are sold separately. Wipe the wood clean, and vacuum the felt rather than wetting it.",https://www.themeowpicks.com/products/torre-cat-tower?variant=51504968859926,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-003-01-M_Climb_Torre_ash_natural_felt_beige.jpg?v=1783785122,769.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,Ash Natural/Felt Beige,Medium,4260404424789,G08-003-01-M,1,new
G08-003-03-S,Torre Cat Tower - Ash Black Stained/Felt Black / Small,"Torre is a cat tower that behaves like a piece of design. A solid real-wood base gives it the weight to stay planted through a hard scratch, and a large curved plywood panel wrapped in durable needle felt runs up one side for full-body clawing. Regina Mol crowned it with an elevated top, a small stage where a cat can survey the whole room. It comes in two sizes and two finishes, and the faux fur cushions for the top are sold separately. Wipe the wood clean, and vacuum the felt rather than wetting it.",https://www.themeowpicks.com/products/torre-cat-tower?variant=51504968892694,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-003-03-M_Climb_Torre_ash_black_felt_black.jpg?v=1783785226,569.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,Ash Black Stained/Felt Black,Small,4260404426622,G08-003-03-S,1,new
G08-003-03-M,Torre Cat Tower - Ash Black Stained/Felt Black / Medium,"Torre is a cat tower that behaves like a piece of design. A solid real-wood base gives it the weight to stay planted through a hard scratch, and a large curved plywood panel wrapped in durable needle felt runs up one side for full-body clawing. Regina Mol crowned it with an elevated top, a small stage where a cat can survey the whole room. It comes in two sizes and two finishes, and the faux fur cushions for the top are sold separately. Wipe the wood clean, and vacuum the felt rather than wetting it.",https://www.themeowpicks.com/products/torre-cat-tower?variant=51504968925462,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-003-03-M_Climb_Torre_ash_black_felt_black.jpg?v=1783785226,769.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,Ash Black Stained/Felt Black,Medium,4260404426639,G08-003-03-M,1,new
G08-004-01,Alto Structure,"The Structure is where an Alto wall begins. It is the solid oak spine that fixes to your wall and carries every other Alto module, from cushions and scratch panels to shelves and the house. Hans Thyge and Co designed the whole system to be adjustable, so you decide where each piece sits and how the climbing path flows. The oak is real wood chosen to look at home in a living room rather than a utility corner. Start with the Structure, then add the modules that suit your cat and your wall.",https://www.themeowpicks.com/products/alto-structure?variant=51504968958230,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-004-01_Climb_Alto__structure_Oak_Natural_abbddd02-39ab-40aa-9078-aa4feb24fb22.jpg?v=1783785402,319.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,,,4260602413349,G08-004-01,1,new
G08-004-03,Alto Shelf Big,"The big shelf is the generous landing on an Alto wall, a wide oak platform where a cat can stretch out fully and watch the room from height. It clicks into the Structure wherever you want a rest stop along the climb, and the oak veneer keeps it looking like built-in furniture. Use it as the main lounging spot on a busy wall, or pair a couple for cats that like to keep their distance from each other.",https://www.themeowpicks.com/products/alto-shelf-big?variant=51504969023766,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-004-03_Climb_Alto_shelf_big_Oak_Natural.jpg?v=1783785470,149.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,,,4260602413721,G08-004-03,1,new
G08-004-04,Alto Shelf Small,"The small shelf is the connector, a compact oak step that bridges the bigger landings and keeps the climb flowing. Placed between larger modules, it gives a cat the footing to move up, across, and down the wall without a gap that breaks the route. It mounts anywhere on the Structure, so you can fine-tune the path to your cat's confidence and your ceiling height.",https://www.themeowpicks.com/products/alto-shelf-small?variant=51504969056534,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-004-04_Climb_Alto_shelf_small_oak_natural.jpg?v=1783785495,119.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,,,4260602413738,G08-004-04,1,new
G08-004-05,Alto House,"The House gives an Alto wall a hideaway. It is an enclosed oak box that mounts among the shelves, a private nook where a cat can nap off the ground, out of sight but still up high where cats like to be. It brings the den instinct and the climbing instinct together on one wall. Set it at the height your cat prefers and the House becomes the destination the whole climb leads to.",https://www.themeowpicks.com/products/alto-house?variant=51504969089302,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-004-05_Climb_Alto_House_Oak_Natural_hemp.jpg?v=1783785549,239.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,,,4260602413745,G08-004-05,1,new
G08-004-06,Alto Nest,"The Nest is the soft landing on an Alto wall. Oak framed and lined with felt, it gives a cat a padded, slightly cupped perch to curl into between climbs, warmer and cozier than a bare shelf. It mounts to the Structure like the rest of the system. Add it where your cat likes to settle rather than just pass through, and the wall gains a proper resting spot with a bit of comfort built in.",https://www.themeowpicks.com/products/alto-nest?variant=51504969122070,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-004-06_Climb_Alto_nest_oak_natural_felt_beige.jpg?v=1783785597,219.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,,,4260602413752,G08-004-06,1,new
G08-004-07,Alto Scratcher,"The Scratcher folds claw care into the Alto wall. It is an oak-framed panel faced in durable design felt, mounted alongside the shelves so a cat can stop mid-climb for a proper scratch instead of turning to your sofa. It keeps the whole system doing double duty as furniture protection. Place it where your cat naturally pauses, and it catches the scratching urge right where the action already is.",https://www.themeowpicks.com/products/alto-scratcher?variant=51504969154838,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-004-07_Climb_Alto_scratcher_oak_natural_felt_beige.jpg?v=1783785625,149.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,,,4260602413769,G08-004-07,1,new
G08-007-01,Parete Step Short,"The short step is the springboard in the Parete system. Studio Nooi shaped it as a compact oak-veneer platform that mounts to the wall as a jumping-off point or a small elevated post for a cat to pause and watch from. It transforms an unused stretch of wall into part of a climbing route. Crafted from molded plywood with a refined oak veneer, it looks like a considered wall fixture rather than pet gear. Combine it with the long step and the scratching panel to build a full Parete wall.",https://www.themeowpicks.com/products/parete-step-short?variant=51504969187606,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-007-01-S_Climb_Parete_Step_1.jpg?v=1783785651,69.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,,,4262487392047,G08-007-01,1,new
G08-008-01,Parete Step Long,"The long step is the resting platform of the Parete system, a wider oak-veneer shelf where a cat can settle and look down on the room from the wall. It extends a Parete climbing route with a proper landing between the smaller elements, keeping the path comfortable to travel. Made from molded plywood with a refined oak veneer, it carries the same clean look as the rest of the range. Pair it with the short step and the scratching panel for a full setup.",https://www.themeowpicks.com/products/parete-step-long?variant=51504969220374,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-007-01-L_Climb_Parete_Step_1.jpg?v=1783785978,99.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,,,4262487392061,G08-008-01,1,new
G08-010-01,Parete Scratching Panel,"The scratching panel completes a Parete wall. It is a vertical oak-framed element faced in natural wool felt that mounts alongside the steps, giving a cat a proper upright surface to stretch against and keep its claws in shape. Placed on the climbing route, it catches the scratching urge where the play already happens. The wool felt takes real use, and the oak veneer keeps it looking like part of the room. Vacuum the felt and treat stains with dry foam, no water.",https://www.themeowpicks.com/products/parete-scratching-panel?variant=51504969253142,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-010-01_Climb_Parete_Scratching_Panel_1.jpg?v=1783786056,169.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,,,4262487392085,G08-010-01,1,new
G10-007-01,Alto Cushion - Hemp,"This cushion adds the comfort layer to an Alto wall. Sized to sit on the system's modules, it gives a cat a padded surface to settle into rather than bare oak, in hemp or anthracite that reads clean against the wood. It is the difference between a perch a cat passes over and one it stays on. The cover comes off for washing, so keeping the wall fresh is simple.",https://www.themeowpicks.com/products/alto-cushion?variant=51504969416982,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G10-007-01_climb_alto_cushion_hemp.jpg?v=1783786137,49.95,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,Hemp,,4260602414810,G10-007-01,1,new
G10-007-02,Alto Cushion - Anthracite,"This cushion adds the comfort layer to an Alto wall. Sized to sit on the system's modules, it gives a cat a padded surface to settle into rather than bare oak, in hemp or anthracite that reads clean against the wood. It is the difference between a perch a cat passes over and one it stays on. The cover comes off for washing, so keeping the wall fresh is simple.",https://www.themeowpicks.com/products/alto-cushion?variant=51504969449750,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G10-007-02_climb_alto_cushion_anthracite.jpg?v=1783786164,49.95,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,Anthracite,,4260602414827,G10-007-02,1,new
G08-005-01,Gradino Nest,"Gradino Nest works as both a step and a resting spot, a woven perch in a deep anthracite that lets a cat pause, settle, and take in the room from a modest height. Its handwoven body brings texture and warmth to a wall or corner arrangement without the bulk of a full tower. It is an easy way to add a comfortable landing spot for a cat that likes to climb and survey, in a color that keeps to itself.",https://www.themeowpicks.com/products/gradino-nest?variant=51504969548054,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-005-01_Climb_Gradino_Nest_Anthracite.jpg?v=1783786239,199.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,,,4260688825159,G08-005-01,1,new
G08-006-01,Gradino Step,"Gradino Step is the helper piece, a woven platform that gives a cat a foothold on the way up to a windowsill, a shelf, or a higher perch. The handwoven body adds a bit of grip and warmth underfoot, and the anthracite finish keeps it low key against a wall. Use one on its own as a boost, or stack a route of them with the Gradino Nest for cats that like to work their way up in stages.",https://www.themeowpicks.com/products/gradino-step?variant=51504969580822,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G08-006-01_Climb_Gradino_Step_Anthracite.jpg?v=1783786268,69.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,,,4260688825166,G08-006-01,1,new
G09-004-01-S,Pannello Scratch Panel - Black/Felt Black,"Pannello guards your furniture with a minimalist wall element that gives a cat a generous surface to claw. Mathias De Ferm framed it in powder-coated metal and faced it with molded Formfleece made from recycled PET, tough enough to take steady scratching. The fixing plates let you mount it horizontal or vertical, whichever suits your cat and your wall. When the felt eventually wears down, you swap the panel rather than the whole unit, so the frame stays and the running cost stays low.",https://www.themeowpicks.com/products/pannello-scratch-panel?variant=51504969613590,https://cdn.shopify.com/s/files/1/0999/4354/7158/files/MC_G09-004-01-S_Scratch_Pannello_Black.jpg?v=1783786293,199.00,USD,MiaCara,Animals & Pet Supplies > Pet Supplies > Cat Supplies > Cat Furniture,Black/Felt Black,,4260688824640,G09-004-01-S,1,new
